key	accuracy	ammo	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	dismounted_melee_defense	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_&_weaknesses_text	supports_first_person	training_level	num_guns	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	chariot	num_chariots	reload	loose_spacing	spotting_and_hiding	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power
cha_byz_duxs_guard	0	0	cha_lamellar_heavy	2500	cavalry	55	cav_mel	25	27	49	cha_byz_duxs_guard	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	27	29	54	0	cha_rom_horse_sword_shield_h	0		80	att_spear_heavy		5	cha_kite	cha_byz_duxs_guard	cav_melee	mob	false	elite	0	cha_byz_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry_melee	selected_short	1.2500	10.0000
cha_byz_skutatoi_axemen	0	0	cha_mail	1800	inf_melee	35	inf_mel	35	50	10	cha_byz_skutatoi_axemen	rome_man_axe_shield_javelin_precursor_horse	cha_infantry_heavy	50	10	38	0		0		0	cha_axe		8	cha_oval	cha_byz_skutatoi_axemen	melee_inf_barb	mob	false	trained	0	cha_byz_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_inf_melee	selected_generic	selected_short	1.0000	10.0000
cha_cel_armoured_spear	0	0	cha_mail	1800	inf_melee	44	inf_spr	30	30	30	cha_cel_armoured_spear	rome_man_spear_shield_javelin_horse	cha_infantry_heavy	30	22	45	0		0		0	att_spear		8	cha_round	cha_cel_armoured_spear	melee_inf_barb	mob	false	well_trained	0	cha_cel_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_disciplined	30.0000	60.0000		0	0	true		selected_spears	selected_inf_spearmen	selected_generic	1.0000	10.0000
cha_cel_ceithern	15	3	cha_cloth_helmet	1800	inf_ranged	57	inf_mis	57	12	7	cha_cel_kerns	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	12	22	37	0		0		0	cha_dagger	att_javelin_heavy	5	cha_archer	cha_cel_kerns	missile_inf	mob	false	trained	0	cha_cel_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	50	true		selected_javelinmen	selected_inf_missile	selected_generic	1.0000	10.0000
cha_cel_gaillmhigh	25	5	cha_none	1800	inf_ranged	36	inf_mis	22	22	22	att_cel_gallowglass_long	rome_man_spear_2h_javelin_foot	cha_infantry_very_light	41	13	45	0		0		0	att_spear_heavy	att_javelin	5	cha_none	att_cel_gallowglass_short	missile_inf	mob	false	trained	0	cha_cel_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_deploy_fatigue_terrain	30.0000	60.0000		0	75	true		selected_javelinmen	selected_inf_spearmen	selected_generic	1.0000	10.0000
cha_cel_gazelhounds	0	0	cha_cloth	1800	inf_melee	2	inf_mel	2	7	2	cha_cel_gazelhounds	rome_man_sword_javelin_precursor_horse	cha_infantry_medium	7	2	34	0		120	wardog	0	cha_dagger		5	cha_none	cha_cel_gazelhounds	animals	mob	false	poorly_trained	0	cha_cel_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_nordic_warhounds	selected_nordic_warhounds	selected_short	1.0000	10.0000
cha_cel_horsemen	0	0	cha_cloth	2500	cavalry	50	cav_mel	25	35	25	cha_cel_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	35	5	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_cel_horsemen	cav_melee	mob	false	trained	0	cha_cel_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_horsemen	selected_short	selected_cavalry	1.2500	10.0000
cha_cel_kings_fianna	0	0	cha_mail	2500	cavalry	45	cav_mel	15	40	31	cha_cel_kings_fianna	rome_man_sword_shield_javelin_precursor_horse	cha_infantry_very_heavy	40	11	54	0	cha_ger_horse_spear_shield_h	0		80	cha_spatha_heavy		5	cha_round_small	cha_cel_kings_fianna	cav_melee	mob	false	elite	0	cha_cel_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry_melee	selected_generic	1.2500	10.0000
cha_cel_kings_warband	0	0	cha_mail	1800	inf_melee	29	inf_mel	17	32	37	cha_cel_kings_warband	rome_man_sword_shield_javelin_horse	cha_infantry_heavy	50	42	54	0		0		0	cha_spatha_heavy		8	cha_round	cha_cel_kings_warband	melee_inf_barb	mob	false	elite	0	cha_cel_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_swords	selected_inf_melee	selected_generic	1.0000	10.0000
cha_cel_pictish_nobles	0	0	cha_mail	2500	cavalry	45	cav_mel	15	40	31	cha_cel_pictish_nobles	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	40	11	54	0	cha_ger_horse_spear_shield_h	0		80	att_spear		5	cha_square	cha_cel_pictish_nobles	cav_melee	mob	false	elite	0	cha_cel_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_germanic_germanic_nobles	selected_noble_riders	selected_cavalry_melee	1.2500	10.0000
cha_cel_royal_horsemen	0	0	cha_scale	2500	cavalry	45	cav_mel	15	40	31	cha_cel_royal_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_heavy	40	11	51	0	cha_ger_horse_spear_shield_h	0		80	att_spear		5	cha_round	cha_cel_royal_horsemen	cav_melee	mob	false	trained	0	cha_cel_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_royal_horsemen	selected_horsemen	selected_cavalry	1.2500	10.0000
cha_cel_teulu	0	0	cha_mail	2500	cavalry	45	cav_mel	15	40	31	cha_cel_teulu	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	40	11	54	0	cha_ger_horse_spear_shield_h	0		80	att_spear		5	cha_oval	cha_cel_teulu	cav_melee	mob	false	elite	0	cha_cel_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry_melee	selected_generic	1.2500	10.0000
cha_eng_horsemen	0	0	cha_cloth_helmet	2500	cavalry	42	cav_mel	12	35	24	cha_eng_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	35	4	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_eng_horsemen	cav_melee	mob	false	trained	0	cha_eng_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_horsemen	selected_horsemen	selected_cavalry	1.2500	10.0000
cha_eng_huscarlas	0	0	cha_mail_heavy	1800	inf_melee	95	inf_mel	90	65	25	cha_vik_housecarls	rome_man_falx_javelin_precursor_foot	cha_infantry_very_heavy	75	25	54	0		0		0	cha_dane_axe		8	cha_none	cha_vik_housecarls	melee_inf_barb	mob	false	elite	0	cha_eng_infantry_officer			true	50.0000	750.0000	0.0000	att_light_disciplined_encourages	30.0000	60.0000		0	0	true		selected_axes	selected_inf_melee	selected_axes	1.0000	10.0000
cha_eng_royal_horse_idea	0	0	cha_mail	2500	cavalry	56	cav_mel	25	47	45	cha_eng_royal_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_heavy	47	38	51	0	cha_ger_horse_spear_shield_h	0		80	att_spear_heavy		5	cha_round	cha_eng_royal_horsemen	cav_melee	mob	false	elite	0	cha_eng_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_royal_horsemen	selected_horsemen	selected_cavalry	1.2500	10.0000
cha_eng_royal_horsemen	0	0	cha_mail	2500	cavalry	56	cav_mel	25	47	45	cha_eng_royal_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_heavy	47	38	51	0	cha_ger_horse_spear_shield_h	0		80	att_spear_heavy		5	cha_round	cha_eng_royal_horsemen	cav_melee	mob	false	elite	0	cha_eng_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_royal_horsemen	selected_horsemen	selected_cavalry	1.2500	10.0000
cha_eng_thegn_spearmen	0	0	cha_mail	1800	inf_melee	19	inf_spr	30	30	30	cha_eng_thegn_spearmen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_heavy	30	37	45	0		0		0	att_spear		8	cha_round	cha_eng_thegn_spearmen	melee_inf_barb	mob	false	trained	0	cha_eng_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect_disciplined	30.0000	60.0000		0	0	true		selected_spears	selected_infantry_melee	selected_generic	1.0000	10.0000
cha_fra_cav	0	0	cha_mail	2500	cavalry	50	cav_mel	20	28	32	cha_fra_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_heavy	28	12	34	0	cha_ger_horse_spear_shield_h	0		80	att_spear		5	cha_round	cha_fra_cav	cav_melee	mob	false	trained	0	cha_fra_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_fra_cheval_javeloz	25	5	cha_cloth	2500	cavalry	10	cav_mis	0	10	5	cha_gen_skirm_cav	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	10	5	36	0	cha_rom_horse_sword_shield_vl	0		80	cha_dagger	cha_jav	5	cha_round_small	cha_gen_skirm_cav	cav_melee	mob	false	poorly_trained	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	30	true		selected_skirmishers	selected_cavalry	selected_cavalry_missile	1.2500	10.0000
cha_fra_guardsmen	0	0	cha_mail_heavy	2500	cavalry	55	cav_mel	25	33	49	cha_fra_guardsmen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	43	29	54	0	cha_armour_horse_spear_shield_vh	0		80	att_spear_heavy		5	cha_round	cha_fra_guardsmen	cav_melee	mob	false	elite	0	cha_fra_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry_melee	selected_cavalry	selected_generic	1.2500	10.0000
cha_fra_horsemen	0	0	cha_cloth_helmet	2500	cavalry	50	cav_mel	20	28	32	cha_fra_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	28	12	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_fra_horsemen	cav_melee	mob	false	trained	0	cha_fra_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_fra_paladin_guardsmen	0	0	cha_mail_heavy	2500	cavalry	55	cav_mel	25	35	57	cha_fra_paladin_guardsmen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	45	37	54	0	cha_armour_horse_spear_shield_vh	0		80	att_spear_heavy		5	cha_kite	cha_fra_paladin_guardsmen	cav_melee	mob	false	elite	0	cha_fra_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_fra_scola_cav	0	0	cha_scale	2500	cavalry	60	cav_mel	25	33	49	cha_fra_scola_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	43	29	51	0	cha_armour_horse_spear_shield_vh	0		80	att_spear		5	cha_round	cha_fra_scola_cav	cav_melee	mob	false	well_trained	0	cha_fra_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_fra_scola_knights	0	0	cha_mail_heavy	2500	cavalry	70	cav_mel	25	43	59	cha_fra_scola_knights	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	43	39	51	0	cha_armour_horse_spear_shield_vh	0		80	att_spear		5	cha_kite	cha_fra_scola_knights	cav_melee	mob	false	well_trained	0	cha_fra_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry	selected_cavalry_melee	1.2500	10.0000
cha_fra_skirm	15	5	cha_cloth_helmet	1800	inf_ranged	2	inf_mis	2	7	2	cha_fra_skirm	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	7	17	28	0		0		0	cha_dagger	cha_jav	5	cha_archer	cha_fra_skirm	missile_inf	mob	false	trained	0	cha_fra_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	40	true		selected_javelinmen	selected_inf_missile	selected_short	1.0000	10.0000
cha_gen_armoured_sword	0	0	cha_mail	1800	inf_melee	17	inf_mel	17	32	37	cha_gen_armoured_sword	rome_man_sword_shield_javelin_horse	cha_infantry_heavy	34	37	45	0		0		0	att_spatha		8	cha_round	cha_gen_armoured_sword	melee_inf_barb	mob	false	well_trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_swords	selected_inf_melee	selected_generic	1.0000	10.0000
cha_gen_guard_cav	0	0	cha_mail_heavy	2500	cavalry	55	cav_mel	25	27	49	cha_gen_guard_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	27	29	54	0	cha_ger_horse_spear_shield_h	0		80	att_spear_heavy		5	cha_round	cha_gen_guard_cav	cav_melee	mob	false	elite	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry_melee	selected_generic	1.2500	10.0000
cha_gen_horsemen	0	0	cha_cloth_helmet	2500	cavalry	42	cav_mel	12	35	24	cha_eng_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	35	4	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_eng_horsemen	cav_melee	mob	false	trained	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_horsemen	selected_horsemen	selected_cavalry	1.2500	10.0000
cha_gen_knights	0	0	cha_mail	2500	cavalry	55	cav_mel	25	33	39	cha_gen_knights	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	33	19	51	0	cha_ger_horse_spear_shield_h	0		80	att_spear		5	cha_kite	cha_gen_knights	cav_melee	mob	false	well_trained	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry_melee	selected_generic	1.2500	10.0000
cha_gen_levy_spear	0	0	cha_cloth	1800	inf_melee	25	inf_spr	25	25	25	cha_gen_levy_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	25	25	30	0		0		0	att_spear		8	cha_round	cha_gen_levy_spear	melee_inf_barb	mob	false	poorly_trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_levy	selected_inf_spearmen	1.0000	10.0000
cha_gen_noble_cavalry	0	0	cha_mail	2500	cavalry	55	cav_mel	25	33	39	cha_gen_noble_cav	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_very_heavy	33	19	51	0	cha_ger_horse_spear_shield_h	0		80	att_spear		5	cha_round	cha_gen_noble_cav	cav_melee	mob	false	well_trained	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry	selected_generic	selected_generic	1.2500	10.0000
cha_gen_skirm_cav	25	5	cha_cloth	2500	cavalry	10	cav_mis	0	10	5	cha_gen_skirm_cav	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	10	5	36	0	cha_rom_horse_sword_shield_vl	0		80	cha_dagger	cha_jav	5	cha_round_small	cha_gen_skirm_cav	cav_melee	mob	false	poorly_trained	0	cha_gen_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	30	true		selected_skirmishers	selected_cavalry	selected_cavalry_missile	1.2500	10.0000
cha_gen_skirm	15	5	cha_cloth_helmet	1800	inf_ranged	2	inf_mis	2	7	2	cha_gen_skirm	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	7	17	28	0		0		0	cha_dagger	cha_jav	5	cha_archer	cha_gen_skirm	missile_inf	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	40	true		selected_javelinmen	selected_inf_missile	selected_short	1.0000	10.0000
cha_gen_spear	0	0	cha_cloth_helmet	1800	inf_melee	26	inf_spr	27	27	27	cha_gen_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	27	27	34	0		0		0	att_spear		8	cha_round	cha_gen_spear	melee_inf_barb	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_inf_spearmen	selected_short	1.0000	10.0000
cha_lom_gastald_cav	0	0	cha_cuirass	2500	cavalry	57	cav_mel	13	57	27	cha_lom_gastald_cav	rome_man_sword_shield_javelin_precursor_horse	cha_infantry_heavy	57	7	51	0	cha_rom_horse_sword_shield_m	0		80	att_spatha_heavy		5	cha_round	cha_lom_gastald_cav	cav_melee	mob	false	elite	0	cha_lom_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry_melee	selected_cavalry	selected_short	1.2500	10.0000
cha_lom_gastald_guardsmen	0	0	cha_mail	2500	cavalry	57	cav_mel	17	61	35	cha_lom_gastald_guardsmen	rome_man_sword_shield_javelin_precursor_horse	cha_infantry_very_heavy	61	15	54	0	cha_rom_horse_sword_shield_h	0		80	att_spatha		5	cha_round	cha_lom_gastald_guardsmen	cav_melee	mob	false	elite	0	cha_lom_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry_melee	selected_generic	1.2500	10.0000
cha_lom_gastald_knights	0	0	cha_mail	2500	cavalry	65	cav_mel	13	67	27	cha_lom_gastald_knights	rome_man_sword_shield_javelin_precursor_horse	cha_infantry_very_heavy	67	7	51	0	cha_rom_horse_sword_shield_h	0		80	cha_spatha_heavy		5	cha_kite	cha_lom_gastald_knights	cav_melee	mob	false	elite	0	cha_lom_cavalry_officer			true	50.0000	900.0000	0.0000	att_heavy_disciplined	30.0000	60.0000		0	0	true		selected_cavalry_melee	selected_cavalry	selected_generic	1.2500	10.0000
cha_lom_horsemen	0	0	cha_cloth_helmet	2500	cavalry	45	cav_mel	15	30	32	cha_lom_horsemen	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	30	12	34	0	cha_ger_horse_spear_shield_m	0		80	att_spear		5	cha_round	cha_lom_horsemen	cav_melee	mob	false	trained	0	cha_lom_cavalry_officer			true	50.0000	900.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_cavalry	selected_cavalry_melee	selected_generic	1.2500	10.0000
cha_lom_levy_spear	0	0	cha_cloth	1800	inf_melee	25	inf_spr	25	25	25	cha_lom_levy_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	25	25	30	0		0		0	att_spear		8	cha_round	cha_lom_levy_spear	melee_inf_barb	mob	false	poorly_trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_levy	selected_inf_spearmen	1.0000	10.0000
cha_lom_night_raiders	25	5	cha_cloth_helmet	2500	cavalry	38	cav_mis	13	43	5	cha_lom_night_raiders	rome_man_sword_shield_javelin_horse	cha_infantry_light	43	5	34	0	cha_rom_horse_sword_shield_l	0		80	cha_dagger	att_javelin	5	cha_round_small	cha_lom_night_raiders	cav_melee	mob	false	poorly_trained	0	cha_lom_cavalry_officer			true	50.0000	900.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	20	true		selected_javelinmen	selected_cavalry	selected_generic	1.2500	10.0000
cha_lom_skirm	15	5	cha_cloth_helmet	1800	inf_ranged	2	inf_mis	2	7	2	cha_lom_skirm	rome_man_sword_shield_javelin_horse	cha_infantry_very_light	7	17	28	0		0		0	cha_dagger	cha_jav	5	cha_archer	cha_lom_skirm	missile_inf	mob	false	trained	0	cha_lom_infantry_officer			true	50.0000	750.0000	0.0000	att_light	30.0000	60.0000		0	40	true		selected_javelinmen	selected_inf_missile	selected_short	1.0000	10.0000
cha_lom_spear	0	0	cha_cloth_helmet	1800	inf_melee	26	inf_spr	27	27	27	cha_lom_spear	rome_man_spear_shield_javelin_precursor_horse	cha_infantry_medium	27	27	34	0		0		0	att_spear		8	cha_round	cha_lom_spear	melee_inf_barb	mob	false	trained	0	cha_gen_infantry_officer			true	50.0000	750.0000	0.0000	att_heavy_charge_reflect	30.0000	60.0000		0	0	true		selected_spears	selected_inf_spearmen	selected_short	1.0000	10.0000
