key	accuracy	ammo	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	dismounted_melee_defence	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_animals	animal	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	num_guns	officers	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	chariot	num_chariots	reload	loose_spacing	spotting_and_hiding	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power
att_alan_anti_cav_light_tier_3	0	0	att_leather_heavy	3240	cavalry	0	cav_mel	0	45	0	att_alan_anti_cav_light_tier_3_long	rome_man_spear_shield_javelin_precursor_horse	att_infantry_medium	44	20	60	0	att_alan_anti_cav_light_tier_3	0		80	att_spear_heavy		5	att_round	att_alan_anti_cav_light_tier_3_short	cav_melee	mob	false	well_trained	0	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_light_charge_reflect	200.0000	200.0000		0	0	true		selected_cavalry_melee	selected_alani_horsemen	selected_cavalry	1.0000	10.0000
att_alan_anti_cav_light_tier_4	0	0	att_leather_very_heavy	3240	cavalry	0	cav_mel	0	62	0	att_alan_anti_cav_light_tier_4_long	rome_man_spear_shield_javelin_precursor_horse	att_infantry_medium	53	28	70	30	att_alan_anti_cav_light_tier_4	0		80	att_spear_heavy		5	att_round_large	att_alan_anti_cav_light_tier_4_short	cav_melee	mob	false	elite	0	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_light_charge_reflect_disciplined	200.0000	200.0000		0	0	true		selected_cavalry_melee	selected_alani_horsemen	selected_generic	1.0000	10.0000
att_alan_cataphract_archers	0	20	att_cataphract	3240	cavalry	30	cav_mis	5	15	10	att_alan_cataphract_archers_long	rome_man_sword_bow_composite_horse	att_infantry_very_heavy	30	40	54	10	att_alan_cataphract_archers	0		80	att_sword	att_bow_composite_horse	5	att_none	att_alan_cataphract_archers_short	missile_cav	mob	false	elite	0	att_alan_cavarly_officer			true	50.0000	750.0000	0.0000	att_heavy_cavalry_missile_fire_move_parthian_disciplined_scare	30.0000	60.0000		0	75	true		selected_cavalry_missile	selected_sarmatian_cataphract_archers	selected_generic	1.0000	10.0000
att_alan_elite_sarmatian_cataphracts	0	0	att_scale	3240	cavalry	20	cav_mis	0	0	0	att_alan_elite_sarmatian_cataphracts_long	rome_man_lance_sword_javelin_precursor_horse	att_infantry_very_heavy	20	15	40	0	att_alan_elite_sarmatian_cataphracts	0		80	att_lance_elite		2	att_none	att_alan_elite_sarmatian_cataphracts_short	missile_cav	mob	false	elite	0	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_heavy_disciplined_encourages	200.0000	200.0000		0	0	true		selected_cavalry_missile	selected_sarmatian_cataphracts	selected_cavalry	1.0000	10.0000
att_alan_grey_hair	0	27	att_scale_mail_heavy	3240	cavalry	25	cav_mis	10	20	15	att_alan_grey_hair_long	rome_man_sword_bow_composite_horse	att_infantry_medium	23	30	54	10	att_alan_grey_hair	0		80	att_sword	att_bow_composite_horse	5	att_none	att_alan_grey_hair_short	missile_cav	mob	false	elite	0	att_alan_cavarly_officer			true	50.0000	750.0000	0.0000	att_heavy_cavalry_missile_fire_move_parthian_disciplined_scare	30.0000	60.0000		0	65	true		selected_cavalry_missile	selected_grey_hairs	selected_generic	1.2500	10.0000
att_alan_onager	0	9	att_cloth	2880	artillery	2	art_siege	2	7	2	att_ger_onager_long	rome_man_sword_onager_crew	att_infantry_very_light	7	2	26	5		0		0	att_dagger		1	att_none	att_ger_onager_short	artillery	mob	true	poorly_trained	4	att_ger_officer_onager		att_onager	true	50.0000	500.0000	0.0000	att_artillery	30.0000	60.0000		0	15	false		selected_onager	selected_onager	selected_generic	1.5000	10.0000
att_alan_sarmatian_band	0	0	att_leather	3240	inf_melee	10	inf_mel	4	15	35	att_alan_sarmatian_band_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_medium	10	35	40	0		0		0	att_sword		8	att_oval_large	att_alan_sarmatian_band_short	melee_inf_barb	mob	false	poorly_trained	0	att_alan_infantry_officer			true	50.0000	500.0000	0.0000	att_light	30.0000	60.0000		0	0	true		selected_inf_melee	selected_sarmatian_warband	selected_generic	1.0000	10.0000
att_alan_sarmatian_cataphracts	0	0	att_scale	3240	cavalry	20	cav_shk	0	0	0	att_alan_sarmatian_cataphracts_long	rome_man_lance_sword_javelin_precursor_horse	att_infantry_heavy	20	15	40	0	att_alan_sarmatian_cataphracts	0		80	att_lance_elite		5	att_none	att_alan_sarmatian_cataphracts_short	cav_melee	mob	false	elite	0	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_heavy	200.0000	200.0000		0	0	true		selected_cavalry_shock	selected_sarmatian_cataphracts	selected_generic	1.0000	10.0000
att_alan_sarmatian_cataphracts_infantry_destroyer_tier_5	0	0	att_cataphract	3240	cavalry	8	cav_mel	95	35	0	att_alan_sarmatian_cataphracts_infantry_destroyer_tier_5_long	rome_man_axe_shield_javelin_precursor_horse	att_infantry_very_heavy	75	50	80	-30	att_alan_sarmatian_cataphracts_infantry_destroyer_tier_5	0		80	att_axe		5	att_oval	att_alan_sarmatian_cataphracts_infantry_destroyer_tier_5_short	cav_melee	mob	false	elite	0	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_heavy_scare_disciplined	30.0000	60.0000		0	0	true		selected_cavalry_melee	selected_alani_horsemen	selected_generic	1.2500	10.0000
att_alan_sarmatian_mounted_skirmishers	0	12	att_scale	3240	cavalry	40	cav_mis	0	14	0	att_alan_sarmatian_mounted_skirmishers_long	rome_man_sword_shield_javelin_horse	att_infantry_medium	20	10	40	0	att_alan_sarmatian_mounted_skirmishers	0		80	att_sword	att_javelin	2	att_none	att_alan_sarmatian_mounted_skirmishers_short	missile_cav	mob	false	poorly_trained	5	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_light_cavalry_missile_fire_move_parthian	30.0000	60.0000		0	0	true		selected_cavalry_missile	selected_alani_horsemen	selected_generic	1.0000	10.0000
att_alan_sarmatian_shock_tier_1	0	0	att_leather	3240	cavalry	180	cav_shk	50	19	1	att_alan_sarmatian_shock_tier_1_long	rome_man_lance_sword_shield_javelin_precursor_horse	att_infantry_medium	19	1	40	0	att_alan_sarmatian_shock_tier_1	0		80	att_lance		5	att_oval_large	att_alan_sarmatian_shock_tier_1_short	cav_melee	mob	false	elite	0	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_heavy	30.0000	60.0000		0	0	true		selected_cavalry_shock	selected_alani_horsemen	selected_generic	1.2500	10.0000
att_alan_sarmatian_shock_tier_4	0	0	att_cataphract	3240	cavalry	235	cav_shk	0	32	92	att_alan_sarmatian_shock_tier_4_long	rome_man_lance_sword_shield_javelin_precursor_horse	att_infantry_heavy	20	5	45	19	att_alan_sarmatian_shock_tier_4	0		80	att_lance_elite		5	att_oval	att_alan_sarmatian_shock_tier_4_short	cav_melee	mob	false	well_trained	12	att_alan_cavarly_officer			true	50.0000	750.0000	0.0000	att_heavy_disciplined_encourages	30.0000	60.0000		0	0	true		selected_cavalry_shock	selected_alani_horsemen	selected_generic	1.2500	10.0000
att_alan_tank	0	0	att_cataphract	3240	cavalry	260	cav_shk	95	35	15	att_alan_tank_long	rome_man_lance_sword_javelin_precursor_horse	att_infantry_very_heavy	35	15	60	-40	att_alan_tank	0		80	att_lance_elite		5	att_oval	att_alan_tank_short	cav_melee	mob	false	elite	0	att_alan_cavarly_officer			true	60.0000	300.0000	0.0000	att_heavy_disciplined_scare	200.0000	200.0000		0	0	true		selected_cavalry_shock	selected_alani_horsemen	selected_generic	1.0000	10.0000
att_cel_black_blades	0	0	att_leather_heavy	2880	inf_melee	40	inf_mel	40	55	15	att_cel_pictish_black_blades_long	rome_man_axe_shield_javelin_precursor_horse	att_infantry_heavy	55	15	108	10		0		0	att_spatha_heavy		8	att_round_large	att_cel_black_blades	melee_inf_barb	mob	false	elite	0	att_cel_officer_infantry			true	50.0000	500.0000	41.0000	att_heavy_raider_deploy_scare_berserk	30.0000	60.0000		23	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	25.0000
att_cel_caledonian_axemen	0	0	att_mail	2880	inf_melee	37	inf_mel	37	52	12	att_cel_caledonian_axemen_long	rome_man_axe_shield_javelin_precursor_horse	att_infantry_medium	52	12	45	9		0		0	att_axe		8	att_round	att_cel_caledonian_axemen_short	melee_inf_barb	mob	false	well_trained	0	att_cel_officer_infantry			true	50.0000	500.0000	2.0000	att_heavy_deploy_fatigue_hide_grass	30.0000	60.0000		0	0	true		selected_axemen	selected_axes	selected_axemen	1.0000	10.0000
att_cel_cateran_brigade	0	0	att_mail	2880	inf_melee	32	inf_mel	32	32	40	att_cel_cateran_brigade_long	rome_man_spear_shield_javelin_precursor_horse	att_infantry_very_heavy	32	40	45	19		0		0	att_spear_heavy		8	att_round_large	att_cel_cateran_brigade_short	melee_inf_barb	mob	false	well_trained	0	att_cel_officer_infantry			true	50.0000	500.0000	18.0000	att_heavy_charge_reflect_deploy_fatigue_terrain	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	10.0000
att_cel_celtic_archers	0	14	att_cloth	2880	inf_ranged	2	inf_mis	2	7	2	att_cel_celtic_archers_long	rome_man_sword_bow_horse	att_infantry_very_light	7	2	36	5		0		0	att_dagger	att_bow	5	att_none	att_cel_celtic_archers_short	missile_inf	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	11.0000	att_light_deploy	30.0000	60.0000		0	40	true		selected_inf_missile	selected_archers	selected_inf_missile	1.0000	10.0000
att_cel_celtic_axe_band	0	0	att_cloth	2880	inf_melee	50	inf_mel	29	43	5	att_cel_celtic_axe_band_long	rome_man_axe_shield_javelin_precursor_horse	att_infantry_medium	43	5	34	3		0		0	att_axe		8	att_oval_large	att_cel_celtic_axe_band_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	2.0000	att_heavy_deploy	30.0000	60.0000		0	0	true		selected_axemen	selected_axes	selected_axemen	1.0000	10.0000
att_cel_celtic_axe_warriors	0	0	att_leather	2880	inf_melee	50	inf_mel	33	48	10	att_cel_axe_warriors_long	rome_man_axe_shield_javelin_precursor_horse	att_infantry_medium	48	10	34	7		0		0	att_axe		8	att_round	at_cel_celtic_axe_warriors_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_infantry			true	50.0000	500.0000	3.0000	att_heavy_deploy_fatigue_hide_grass	30.0000	60.0000		1	0	true		selected_axemen	selected_axes	selected_axemen	1.0000	10.0000
att_cel_celtic_band	0	0	att_cloth	2880	inf_melee	29	inf_mel	29	43	5	att_cel_celtic_band_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_light	43	5	34	3		0		0	att_spatha		8	att_round	att_cel_celtic_band_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	6.0000	att_heavy_deploy	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	10.0000
att_cel_celtic_berserkers	0	0	att_cloth	2880	inf_melee	50	inf_mel	30	45	7	att_cel_celtic_berserkers_long	rome_man_axe_shield_javelin_precursor_horse	att_infantry_very_light	45	0	43	15		0		0	att_axe		8	att_round_small	att_cel_celtic_berserkers_short	melee_inf_barb	mob	false	well_trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	4.0000	att_berserk_scare_deploy	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	10.0000
att_cel_celtic_bows	0	12	att_cloth	2880	inf_ranged	1	inf_mis	1	5	1	att_cel_celtic_bows_long	rome_man_sword_bow_horse	att_infantry_very_light	5	1	34	3		0		0	att_dagger	att_bow	5	att_none	att_cel_celtic_bows_short	missile_inf	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	11.0000	att_light_deploy	30.0000	60.0000		0	30	true		selected_inf_missile	selected_archers	selected_inf_missile	1.0000	10.0000
att_cel_celtic_brigands	0	8	att_cloth	2880	inf_ranged	1	inf_mis	1	5	1	att_cel_celtic_brigands_long	rome_man_spear_shield_javelin_horse	att_infantry_light	5	1	34	3		0		0	att_spear_short	att_javelin	5	att_small	att_cel_celtic_brigands_short	missile_inf	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	8.0000	att_light_raider_deploy_hide_scrub	30.0000	60.0000		0	30	true		selected_inf_missile	selected_inf_missile	selected_inf_missile	1.0000	25.0000
att_cel_celtic_cavalry_raiders	0	4	att_cloth	3240	cavalry	24	cav_mis	14	14	14	att_cel_celtic_cavalry_raiders_long	rome_man_spear_shield_javelin_horse	att_infantry_very_light	14	14	34	3	att_cel_cavalry_raiders	0		80	att_spear	att_javelin	5	att_round_small	att_cel_celtic_cavalry_raiders_short	missile_cav	mob	false	trained	0	att_cel_officer_cavalry			true	63.0000	1125.0000	16.0000	att_heavy_parthian_raider_deploy_fatigue	126.0000	252.0000		0	55	true		selected_cavalry_missile	selected_cavalry_missile	selected_cavalry_missile	0.9375	25.0000
att_cel_celtic_crossbows	0	12	att_cloth	2880	inf_ranged	1	inf_mis	1	5	1	att_cel_celtic_crossbows_long	rome_man_sword_crossbow_horse	att_infantry_very_light	5	1	34	3		0		0	att_dagger	att_crossbow	5	att_none	att_cel_celtic_crossbows_short	missile_inf	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	10.0000	att_light_deploy	30.0000	60.0000		0	30	true		selected_inf_missile	selected_archers	selected_inf_missile	1.0000	10.0000
att_cel_celtic_levy	0	0	att_cloth	2880	inf_melee	24	inf_spr	24	24	24	att_cel_celtic_levy_long	rome_man_spear_shield_javelin_precursor_horse	att_infantry_very_light	24	24	34	3		0		0	att_spear		8	att_round_small	att_cel_celtic_levy_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	0.0000	att_light_charge_reflect_deployment	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	10.0000
att_cel_celtic_nobles	0	0	att_mail	2880	inf_melee	19	inf_mel	19	19	19	att_cel_celtic_nobles_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_very_heavy	19	19	43	57		0		0	att_spatha		8	att_round_large	att_cel_celtic_nobles_short	melee_inf_barb	mob	false	well_trained	0	att_cel_officer_infantry			true	50.0000	500.0000	35.0000	att_raider_deploy_scare	30.0000	60.0000		17	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	25.0000
att_cel_celtic_skirmishers	0	9	att_cloth	2880	inf_ranged	2	inf_mis	2	7	2	att_cel_celtic_skirmishers_long	rome_man_spear_shield_javelin_horse	att_infantry_light	7	2	34	5		0		0	att_spear_short	att_javelin	5	att_small	att_cel_celtic_skirmishers_short	missile_inf	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	9.0000	att_light_raider_deploy_hide_scrub	30.0000	60.0000		0	40	true		selected_inf_missile	selected_inf_missile	selected_inf_missile	1.0000	25.0000
att_cel_celtic_spearmen	0	0	att_leather	2880	inf_melee	29	inf_spr	29	29	38	att_cel_celtic_spearmen_long	rome_man_spear_shield_javelin_precursor_horse	att_infantry_medium	29	38	34	17		0		0	att_spear		8	att_round	att_cel_celtic_spearmen_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	0.0000	att_light_charge_reflect_deployment	30.0000	60.0000		0	0	true		selected_inf_spearmen	selected_spears	selected_inf_spearmen	1.0000	10.0000
att_cel_celtic_spears	0	0	att_cloth	2880	inf_melee	26	inf_spr	26	26	35	att_cel_celtic_spears_long	rome_man_spear_shield_javelin_precursor_horse	att_infantry_light	26	35	34	15		0		0	att_spear		8	att_round	att_cel_celtic_spears_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	0.0000	att_light_charge_reflect_deployment	30.0000	60.0000		0	0	true		selected_inf_spearmen	selected_spears	selected_inf_spearmen	1.0000	10.0000
att_cel_celtic_warband	0	0	att_cloth	2880	inf_melee	30	inf_mel	30	45	7	att_cel_celtic_warband_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_medium	45	7	34	5		0		0	att_spatha		8	att_round_large	att_cel_celtic_warband_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	7.0000	att_heavy_raider_deploy	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	25.0000
att_cel_celtic_warlord	0	0	att_leather_heavy	2880	inf_melee	14	inf_mel	14	14	14	att_cel_celtic_warlord_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_heavy	14	14	43	53		0		0	att_spatha		8	att_round_large	att_cel_celtic_warlord_short	melee_inf_barb	mob	false	well_trained	0	att_cel_officer_infantry			true	50.0000	500.0000	6.0000	att_heavy_raider_deploy	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	25.0000
att_cel_celtic_warriors	0	0	att_leather	2880	inf_melee	33	inf_mel	33	48	10	att_cel_celtic_warriors_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_heavy	48	10	34	7		0		0	att_spatha		8	att_round_large	att_cel_celtic_warriors_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	5.0000	att_light_deploy_raider	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	25.0000
att_cel_celtic_woodrunners	0	0	att_cloth	2880	inf_melee	11	inf_mel	11	26	30	att_cel_celtic_woodrunners_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_light	26	30	34	30		0		0	att_spatha		8	att_round	att_cel_celtic_woodrunners_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_light_infantry			true	50.0000	500.0000	1.0000	att_light_deploy	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	10.0000
att_cel_chosen_raiders	0	6	att_mail	2880	cavalry	35	cav_mis	25	25	25	att_cel_chosen_raider_long	rome_man_spear_shield_javelin_horse	att_infantry_medium	25	25	108	10	att_cel_irish_chosen_raiders	0		80	att_spear	att_celtic_javellin	5	att_square	att_cel_chosen_raider_short	missile_cav	mob	false	elite	0	att_cel_officer_cavalry			true	94.0000	1687.5000	18.0000	att_light_raider_ignore_terrain_deploy_parthian	188.0000	376.0000		0	75	true		selected_cavalry	selected_cavalry_missile	selected_cavalry	0.9375	25.0000
att_cel_ebdani_cavalry_raiders	0	5	att_leather	2880	cavalry	32	cav_mis	22	22	22	att_cel_irish_cavalry_raider_long	rome_man_spear_shield_javelin_horse	att_infantry_medium	22	22	45	9	att_cel_irish_cavalry_raiders	0		80	att_spear	att_celtic_javellin	5	att_round	att_cel_irish_cavalry_raider_short	missile_cav	mob	false	well_trained	0	att_cel_officer_cavalry			true	84.0000	1518.7500	17.0000	att_light_raider_ignore_terrain_deploy_parthian	168.0000	336.0000		0	75	true		selected_cavalry	selected_cavalry_missile	selected_cavalry	0.9375	25.0000
att_cel_ebdani_raiders	0	10	att_leather	2880	inf_ranged	5	inf_mis	5	10	5	att_cel_irish_raider_long	rome_man_spear_shield_javelin_horse	att_infantry_medium	10	5	36	7		0		0	att_spear_short	att_javelin	5	att_square	att_cel_irish_raider_short	missile_inf	mob	false	trained	0	att_cel_officer_infantry			true	50.0000	500.0000	8.0000	att_raider_deploy_hide_scrub_snipe	30.0000	60.0000		0	45	true		selected_inf_missile	selected_inf_missile	selected_inf_missile	1.0000	25.0000
att_cel_elite_highland_archers	0	19	att_leather_heavy	2880	inf_ranged	10	inf_mis	10	15	10	att_cel_elite_highland_archers_long	rome_man_sword_bow_horse	att_infantry_light	15	10	54	10		0		0	att_dagger	att_bow_elite	5	att_none	att_cel_elite_highland_archers_short	missile_inf	mob	false	elite	0	att_cel_officer_infantry			true	50.0000	500.0000	13.0000	att_light_deploy_snipe_ignore_terrain	30.0000	60.0000		0	60	true		selected_inf_missile	selected_archers	selected_inf_missile	1.0000	10.0000
att_cel_fianna	0	0	att_leather_heavy	2880	inf_melee	15	inf_mel	15	30	35	att_cel_fianna_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_medium	30	35	36	32		0		0	att_spatha		8	att_round	att_cel_fianna_short	melee_inf_barb	mob	false	trained	0	att_cel_officer_infantry			true	50.0000	500.0000	1.0000	att_heavy_deploy_raiders_encourage	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry_melee	selected_infantry_melee	1.0000	25.0000
att_cel_followers_of_morrigan	0	0	att_mail	2880	inf_melee	22	inf_mel	22	22	22	att_cel_followers_of_morigan_long	rome_man_axe_shield_javelin_precursor_horse	att_infantry_medium	22	22	54	59		0		0	att_spatha		8	att_square	att_cel_followers_of_morigan_short	melee_inf_barb	mob	false	elite	0	att_cel_officer_infantry			true	50.0000	500.0000	37.0000	att_raider_deploy_scare_fatigue_scare_berserk	30.0000	60.0000		19	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	25.0000
att_cel_gallowglass	0	0	att_leather_heavy	2880	inf_melee	17	inf_mel	17	32	37	att_cel_gallowglass_long	rome_man_sword_shield_javelin_precursor_horse	att_infantry_heavy	32	37	45	34		0		0	att_spatha		8	att_round_large	att_cel_gallowglass_short	melee_inf_barb	mob	false	well_trained	0	att_cel_officer_infantry			true	50.0000	500.0000	1.0000	att_heavy_deploy_raiders_encourage	30.0000	60.0000		0	0	true		selected_infantry_melee	selected_infantry	selected_infantry_melee	1.0000	25.0000
